Treatment,Well,Replicate,InitialTime,Minutes,FinalTime,Location,DistanceMoved,Label
Medium,Trial     2,B1,0:37:00,37,0:38:00,Arena,241.847,Dark3
Medium,Trial     2,B1,0:38:00,38,0:39:00,Arena,276.729,Dark3
Medium,Trial     2,B1,0:39:00,39,0:40:00,Arena,295.504,Dark3
Medium,Trial     2,B1,0:40:00,40,0:41:00,Arena,278.588,Dark3
Medium,Trial     2,B1,0:41:00,41,0:42:00,Arena,233.761,Dark3
Medium,Trial     2,B1,0:42:00,42,0:43:00,Arena,283.244,Dark3
Medium,Trial     2,B1,0:43:00,43,0:44:00,Arena,273.339,Dark3
Medium,Trial     2,B1,0:44:00,44,0:45:00,Arena,271.056,Dark3
Medium,Trial     2,C1,0:05:00,5,0:06:00,Arena,125.648,Dark1
Medium,Trial     2,C1,0:06:00,6,0:07:00,Arena,117.606,Dark1
Medium,Trial     2,C1,0:07:00,7,0:08:00,Arena,117.371,Dark1
Medium,Trial     2,C1,0:08:00,8,0:09:00,Arena,113.575,Dark1
Medium,Trial     2,C1,0:09:00,9,0:10:00,Arena,141.117,Dark1
Medium,Trial     2,C1,0:10:00,10,0:11:00,Arena,223.919,Dark1
Medium,Trial     2,C1,0:11:00,11,0:12:00,Arena,130.303,Dark1
Medium,Trial     2,C1,0:12:00,12,0:13:00,Arena,125.098,Dark1
Medium,Trial     2,C1,0:13:00,13,0:14:00,Arena,122.013,Dark1
Medium,Trial     2,C1,0:14:00,14,0:15:00,Arena,114.516,Dark1
Medium,Trial     2,C1,0:15:00,15,0:16:00,Arena,321.496,Light1
Medium,Trial     2,C1,0:16:00,16,0:17:00,Arena,103.969,Light1
Medium,Trial     2,C1,0:17:00,17,0:18:00,Arena,195.459,Light1
Medium,Trial     2,C1,0:18:00,18,0:19:00,Arena,101.685,Light1
Medium,Trial     2,C1,0:19:00,19,0:20:00,Arena,82.7204,Light1
Medium,Trial     2,C1,0:20:00,20,0:21:00,Arena,82.6285,Dark2
Medium,Trial     2,C1,0:21:00,21,0:22:00,Arena,167.67,Dark2
Medium,Trial     2,C1,0:22:00,22,0:23:00,Arena,75.742,Dark2
Medium,Trial     2,C1,0:23:00,23,0:24:00,Arena,76.7791,Dark2
Medium,Trial     2,C1,0:24:00,24,0:25:00,Arena,86.9762,Dark2
Medium,Trial     2,C1,0:25:00,25,0:26:00,Arena,91.3483,Dark2
Medium,Trial     2,C1,0:26:00,26,0:27:00,Arena,93.9934,Dark2
Medium,Trial     2,C1,0:27:00,27,0:28:00,Arena,96.9064,Dark2
Medium,Trial     2,C1,0:28:00,28,0:29:00,Arena,131.606,Dark2
Medium,Trial     2,C1,0:29:00,29,0:30:00,Arena,148.222,Dark2
Medium,Trial     2,C1,0:30:00,30,0:31:00,Arena,172.507,Light2
Medium,Trial     2,C1,0:31:00,31,0:32:00,Arena,469.291,Light2
Medium,Trial     2,C1,0:32:00,32,0:33:00,Arena,399.417,Light2
Medium,Trial     2,C1,0:33:00,33,0:34:00,Arena,376.181,Light2
Medium,Trial     2,C1,0:34:00,34,0:35:00,Arena,328.651,Light2
Medium,Trial     2,C1,0:35:00,35,0:36:00,Arena,63.0809,Dark3
Medium,Trial     2,C1,0:36:00,36,0:37:00,Arena,76.5767,Dark3
Medium,Trial     2,C1,0:37:00,37,0:38:00,Arena,94.8484,Dark3
Medium,Trial     2,C1,0:38:00,38,0:39:00,Arena,117.362,Dark3
Medium,Trial     2,C1,0:39:00,39,0:40:00,Arena,150.829,Dark3
Medium,Trial     2,C1,0:40:00,40,0:41:00,Arena,171.744,Dark3
Medium,Trial     2,C1,0:41:00,41,0:42:00,Arena,192.88,Dark3
Medium,Trial     2,C1,0:42:00,42,0:43:00,Arena,198.216,Dark3
Medium,Trial     2,C1,0:43:00,43,0:44:00,Arena,201.894,Dark3
Medium,Trial     2,C1,0:44:00,44,0:45:00,Arena,211.93,Dark3
Medium,Trial     3,A3,0:05:00,5,0:06:00,Arena,120.82,Dark1
Medium,Trial     3,A3,0:06:00,6,0:07:00,Arena,122.291,Dark1
Medium,Trial     3,A3,0:07:00,7,0:08:00,Arena,118.244,Dark1
Medium,Trial     3,A3,0:08:00,8,0:09:00,Arena,127.197,Dark1
Medium,Trial     3,A3,0:09:00,9,0:10:00,Arena,131.81,Dark1
Medium,Trial     3,A3,0:10:00,10,0:11:00,Arena,147.348,Dark1
Medium,Trial     3,A3,0:11:00,11,0:12:00,Arena,358.396,Dark1
Medium,Trial     3,A3,0:12:00,12,0:13:00,Arena,235.017,Dark1
Medium,Trial     3,A3,0:13:00,13,0:14:00,Arena,157.091,Dark1
Medium,Trial     3,A3,0:14:00,14,0:15:00,Arena,173.323,Dark1
Medium,Trial     3,A3,0:15:00,15,0:16:00,Arena,122.756,Light1
Medium,Trial     3,A3,0:22:00,22,0:23:00,Arena,153.232,Dark2
Medium,Trial     3,A3,0:23:00,23,0:24:00,Arena,276.558,Dark2
Medium,Trial     3,A3,0:24:00,24,0:25:00,Arena,167.692,Dark2
Medium,Trial     3,A3,0:25:00,25,0:26:00,Arena,219.696,Dark2
Medium,Trial     3,A3,0:26:00,26,0:27:00,Arena,133.125,Dark2
Medium,Trial     3,A3,0:27:00,27,0:28:00,Arena,413.349,Dark2
Medium,Trial     3,A3,0:28:00,28,0:29:00,Arena,151.725,Dark2
Medium,Trial     3,A3,0:29:00,29,0:30:00,Arena,174.221,Dark2
Medium,Trial     3,A3,0:30:00,30,0:31:00,Arena,38.9314,Light2
Medium,Trial     3,A3,0:31:00,31,0:32:00,Arena,57.6195,Light2
Medium,Trial     3,A3,0:32:00,32,0:33:00,Arena,57.87,Light2
Medium,Trial     3,A3,0:33:00,33,0:34:00,Arena,61.6858,Light2
Medium,Trial     3,A3,0:34:00,34,0:35:00,Arena,65.3203,Light2
Medium,Trial     3,A3,0:35:00,35,0:36:00,Arena,69.0891,Dark3
Medium,Trial     3,A3,0:36:00,36,0:37:00,Arena,63.5169,Dark3
Medium,Trial     3,A3,0:37:00,37,0:38:00,Arena,63.2738,Dark3
Medium,Trial     3,A3,0:38:00,38,0:39:00,Arena,113.076,Dark3
Medium,Trial     3,A3,0:39:00,39,0:40:00,Arena,88.8791,Dark3
Medium,Trial     3,A3,0:40:00,40,0:41:00,Arena,95.4638,Dark3
Medium,Trial     3,A3,0:41:00,41,0:42:00,Arena,43.4583,Dark3
Medium,Trial     3,A3,0:42:00,42,0:43:00,Arena,48.8092,Dark3
Medium,Trial     3,A3,0:43:00,43,0:44:00,Arena,56.9524,Dark3
Medium,Trial     3,A3,0:44:00,44,0:45:00,Arena,45.5542,Dark3
Medium,Trial     3,C3,0:05:00,5,0:06:00,Arena,45.4243,Dark1
Medium,Trial     3,C3,0:06:00,6,0:07:00,Arena,45.5923,Dark1
Medium,Trial     3,C3,0:07:00,7,0:08:00,Arena,46.0795,Dark1
Medium,Trial     3,C3,0:08:00,8,0:09:00,Arena,45.2415,Dark1
Medium,Trial     3,C3,0:09:00,9,0:10:00,Arena,47.9242,Dark1
Medium,Trial     3,C3,0:10:00,10,0:11:00,Arena,46.4501,Dark1
Medium,Trial     3,C3,0:11:00,11,0:12:00,Arena,59.418,Dark1
Medium,Trial     3,C3,0:12:00,12,0:13:00,Arena,48.4574,Dark1
Medium,Trial     3,C3,0:13:00,13,0:14:00,Arena,40.5903,Dark1
Medium,Trial     3,C3,0:14:00,14,0:15:00,Arena,38.7143,Dark1
Medium,Trial     3,C3,0:15:00,15,0:16:00,Arena,105.006,Light1
Medium,Trial     3,C3,0:16:00,16,0:17:00,Arena,41.845,Light1
Medium,Trial     3,C3,0:17:00,17,0:18:00,Arena,46.448,Light1
Medium,Trial     3,C3,0:18:00,18,0:19:00,Arena,50.5706,Light1
Medium,Trial     3,C3,0:19:00,19,0:20:00,Arena,56.7816,Light1
Medium,Trial     3,C3,0:20:00,20,0:21:00,Arena,56.4562,Dark2
Medium,Trial     3,C3,0:21:00,21,0:22:00,Arena,33.6359,Dark2
Medium,Trial     3,C3,0:22:00,22,0:23:00,Arena,34.9797,Dark2
Medium,Trial     3,C3,0:23:00,23,0:24:00,Arena,35.6338,Dark2
Medium,Trial     3,C3,0:24:00,24,0:25:00,Arena,35.2685,Dark2
Medium,Trial     3,C3,0:25:00,25,0:26:00,Arena,36.3707,Dark2
Medium,Trial     3,C3,0:26:00,26,0:27:00,Arena,36.6505,Dark2
Medium,Trial     3,C3,0:27:00,27,0:28:00,Arena,35.7312,Dark2
Medium,Trial     3,C3,0:28:00,28,0:29:00,Arena,36.094,Dark2
Medium,Trial     3,C3,0:29:00,29,0:30:00,Arena,36.7647,Dark2
Medium,Trial     3,C3,0:30:00,30,0:31:00,Arena,42.7252,Light2
Medium,Trial     3,C3,0:31:00,31,0:32:00,Arena,43.1541,Light2
Medium,Trial     3,C3,0:32:00,32,0:33:00,Arena,48.5058,Light2
Medium,Trial     3,C3,0:33:00,33,0:34:00,Arena,52.419,Light2
Medium,Trial     3,C3,0:34:00,34,0:35:00,Arena,57.4361,Light2
Medium,Trial     3,C3,0:35:00,35,0:36:00,Arena,84.8588,Dark3
Medium,Trial     3,C3,0:36:00,36,0:37:00,Arena,71.9226,Dark3
Medium,Trial     3,C3,0:37:00,37,0:38:00,Arena,66.9896,Dark3
Medium,Trial     3,C3,0:38:00,38,0:39:00,Arena,62.2789,Dark3
Medium,Trial     3,C3,0:39:00,39,0:40:00,Arena,60.5397,Dark3
Medium,Trial     3,C3,0:40:00,40,0:41:00,Arena,56.9201,Dark3
Medium,Trial     3,C3,0:41:00,41,0:42:00,Arena,55.9193,Dark3
Medium,Trial     3,C3,0:42:00,42,0:43:00,Arena,54.5943,Dark3
Medium,Trial     3,C3,0:43:00,43,0:44:00,Arena,53.1626,Dark3
Medium,Trial     3,C3,0:44:00,44,0:45:00,Arena,59.6542,Dark3
Medium,Trial     3,C4,0:05:00,5,0:06:00,Arena,239.478,Dark1
Medium,Trial     3,C4,0:06:00,6,0:07:00,Arena,253.345,Dark1
Medium,Trial     3,C4,0:07:00,7,0:08:00,Arena,0.0785458,Dark1
Medium,Trial     3,C4,0:10:00,10,0:11:00,Arena,98.3079,Dark1
Medium,Trial     3,C4,0:11:00,11,0:12:00,Arena,156.654,Dark1
Medium,Trial     3,C4,0:12:00,12,0:13:00,Arena,119.288,Dark1
Medium,Trial     3,C4,0:15:00,15,0:16:00,Arena,185.323,Light1
Medium,Trial     3,C4,0:16:00,16,0:17:00,Arena,193.453,Light1
Medium,Trial     3,C4,0:17:00,17,0:18:00,Arena,142.674,Light1
Medium,Trial     3,C4,0:18:00,18,0:19:00,Arena,135.056,Light1
Medium,Trial     3,C4,0:19:00,19,0:20:00,Arena,176.506,Light1
Medium,Trial     3,C4,0:20:00,20,0:21:00,Arena,240.097,Dark2
Medium,Trial     3,C4,0:21:00,21,0:22:00,Arena,208.76,Dark2
Medium,Trial     3,C4,0:22:00,22,0:23:00,Arena,255.607,Dark2
Medium,Trial     3,C4,0:23:00,23,0:24:00,Arena,178.881,Dark2
Medium,Trial     3,C4,0:24:00,24,0:25:00,Arena,179.846,Dark2
Medium,Trial     3,C4,0:25:00,25,0:26:00,Arena,289.018,Dark2
Medium,Trial     3,C4,0:26:00,26,0:27:00,Arena,242.384,Dark2
Medium,Trial     3,C4,0:27:00,27,0:28:00,Arena,191.154,Dark2
Medium,Trial     3,C4,0:28:00,28,0:29:00,Arena,103.223,Dark2
Medium,Trial     3,C4,0:29:00,29,0:30:00,Arena,0.0508921,Dark2
Medium,Trial     3,C4,0:30:00,30,0:31:00,Arena,143.65,Light2
Medium,Trial     3,C4,0:31:00,31,0:32:00,Arena,86.55,Light2
Medium,Trial     3,C4,0:32:00,32,0:33:00,Arena,133.419,Light2
Medium,Trial     3,C4,0:33:00,33,0:34:00,Arena,143.73,Light2
Medium,Trial     3,C4,0:34:00,34,0:35:00,Arena,134.74,Light2
Medium,Trial     3,C4,0:35:00,35,0:36:00,Arena,77.6008,Dark3
Medium,Trial     3,C4,0:36:00,36,0:37:00,Arena,93.2078,Dark3
Medium,Trial     3,C4,0:37:00,37,0:38:00,Arena,27.5087,Dark3
Medium,Trial     3,C4,0:38:00,38,0:39:00,Arena,0.114858,Dark3
Medium,Trial     3,C4,0:42:00,42,0:43:00,Arena,0.603177,Dark3
Medium,Trial     4,A1,0:05:00,5,0:06:00,Arena,115.339,Dark1
Medium,Trial     4,A1,0:06:00,6,0:07:00,Arena,135.212,Dark1
Medium,Trial     4,A1,0:07:00,7,0:08:00,Arena,104.883,Dark1
Medium,Trial     4,A1,0:08:00,8,0:09:00,Arena,122.686,Dark1
Medium,Trial     4,A1,0:09:00,9,0:10:00,Arena,139.606,Dark1
Medium,Trial     4,A1,0:10:00,10,0:11:00,Arena,125.477,Dark1
Medium,Trial     4,A1,0:11:00,11,0:12:00,Arena,95.5848,Dark1
Medium,Trial     4,A1,0:12:00,12,0:13:00,Arena,108.315,Dark1
Medium,Trial     4,A1,0:13:00,13,0:14:00,Arena,127.302,Dark1
Medium,Trial     4,A1,0:14:00,14,0:15:00,Arena,104.963,Dark1
Medium,Trial     4,A1,0:15:00,15,0:16:00,Arena,573.591,Light1
Medium,Trial     4,A1,0:16:00,16,0:17:00,Arena,764.777,Light1
Medium,Trial     4,A1,0:17:00,17,0:18:00,Arena,632.196,Light1
Medium,Trial     4,A1,0:18:00,18,0:19:00,Arena,357.503,Light1
Medium,Trial     4,A1,0:19:00,19,0:20:00,Arena,306.98,Light1
Medium,Trial     4,A1,0:20:00,20,0:21:00,Arena,168.089,Dark2
Medium,Trial     4,A1,0:21:00,21,0:22:00,Arena,88.4673,Dark2
Medium,Trial     4,A1,0:22:00,22,0:23:00,Arena,79.9534,Dark2
Medium,Trial     4,A1,0:23:00,23,0:24:00,Arena,75.4472,Dark2
Medium,Trial     4,A1,0:24:00,24,0:25:00,Arena,93.486,Dark2
Medium,Trial     4,A1,0:25:00,25,0:26:00,Arena,162.87,Dark2
Medium,Trial     4,A1,0:26:00,26,0:27:00,Arena,252.506,Dark2
Medium,Trial     4,A1,0:27:00,27,0:28:00,Arena,135.677,Dark2
Medium,Trial     4,A1,0:28:00,28,0:29:00,Arena,83.3587,Dark2
Medium,Trial     4,A1,0:29:00,29,0:30:00,Arena,159.808,Dark2
Medium,Trial     4,A1,0:30:00,30,0:31:00,Arena,639.296,Light2
Medium,Trial     4,A1,0:31:00,31,0:32:00,Arena,545.392,Light2
Medium,Trial     4,A1,0:32:00,32,0:33:00,Arena,601.974,Light2
Medium,Trial     4,A1,0:33:00,33,0:34:00,Arena,322.206,Light2
Medium,Trial     4,A1,0:34:00,34,0:35:00,Arena,613.398,Light2
Medium,Trial     4,A1,0:35:00,35,0:36:00,Arena,320.562,Dark3
Medium,Trial     4,A1,0:36:00,36,0:37:00,Arena,201.066,Dark3
Medium,Trial     4,A1,0:37:00,37,0:38:00,Arena,129.848,Dark3
Medium,Trial     4,A1,0:38:00,38,0:39:00,Arena,94.4862,Dark3
Medium,Trial     4,A1,0:39:00,39,0:40:00,Arena,98.2039,Dark3
Medium,Trial     4,A1,0:40:00,40,0:41:00,Arena,112.865,Dark3
Medium,Trial     4,A1,0:41:00,41,0:42:00,Arena,95.9389,Dark3
Medium,Trial     4,A1,0:42:00,42,0:43:00,Arena,138.306,Dark3
Medium,Trial     4,A1,0:43:00,43,0:44:00,Arena,77.8716,Dark3
Medium,Trial     4,A1,0:44:00,44,0:45:00,Arena,42.2343,Dark3
Medium,Trial     4,A3,0:05:00,5,0:06:00,Arena,54.039,Dark1
Medium,Trial     4,A3,0:06:00,6,0:07:00,Arena,51.9122,Dark1
Medium,Trial     4,A3,0:07:00,7,0:08:00,Arena,44.2543,Dark1
Medium,Trial     4,A3,0:08:00,8,0:09:00,Arena,83.5524,Dark1
Medium,Trial     4,A3,0:09:00,9,0:10:00,Arena,65.144,Dark1
Medium,Trial     4,A3,0:10:00,10,0:11:00,Arena,56.9865,Dark1
Medium,Trial     4,A3,0:11:00,11,0:12:00,Arena,42.1759,Dark1
Medium,Trial     4,A3,0:12:00,12,0:13:00,Arena,42.8313,Dark1
Medium,Trial     4,A3,0:13:00,13,0:14:00,Arena,41.7508,Dark1
Medium,Trial     4,A3,0:14:00,14,0:15:00,Arena,33.1908,Dark1
Medium,Trial     4,A3,0:15:00,15,0:16:00,Arena,165.511,Light1
Medium,Trial     4,A3,0:16:00,16,0:17:00,Arena,117.266,Light1
Medium,Trial     4,A3,0:17:00,17,0:18:00,Arena,50.9762,Light1
Medium,Trial     4,A3,0:18:00,18,0:19:00,Arena,33.2699,Light1
Medium,Trial     4,A3,0:19:00,19,0:20:00,Arena,47.0972,Light1
Medium,Trial     4,A3,0:20:00,20,0:21:00,Arena,134.507,Dark2
Medium,Trial     4,A3,0:21:00,21,0:22:00,Arena,47.5379,Dark2
Medium,Trial     4,A3,0:22:00,22,0:23:00,Arena,39.159,Dark2
Medium,Trial     4,A3,0:23:00,23,0:24:00,Arena,31.1068,Dark2
Medium,Trial     4,A3,0:24:00,24,0:25:00,Arena,49.3241,Dark2
Medium,Trial     4,A3,0:25:00,25,0:26:00,Arena,37.8066,Dark2
Medium,Trial     4,A3,0:26:00,26,0:27:00,Arena,38.642,Dark2
Medium,Trial     4,A3,0:27:00,27,0:28:00,Arena,63.3317,Dark2
Medium,Trial     4,A3,0:28:00,28,0:29:00,Arena,49.3416,Dark2
Medium,Trial     4,A3,0:29:00,29,0:30:00,Arena,33.5895,Dark2
Medium,Trial     4,A3,0:30:00,30,0:31:00,Arena,86.6555,Light2
Medium,Trial     4,A3,0:31:00,31,0:32:00,Arena,59.7746,Light2
Medium,Trial     4,A3,0:32:00,32,0:33:00,Arena,57.1165,Light2
Medium,Trial     4,A3,0:33:00,33,0:34:00,Arena,55.0149,Light2
Medium,Trial     4,A3,0:34:00,34,0:35:00,Arena,55.1676,Light2
Medium,Trial     4,A3,0:35:00,35,0:36:00,Arena,55.6686,Dark3
Medium,Trial     4,A3,0:36:00,36,0:37:00,Arena,51.9875,Dark3
Medium,Trial     4,A3,0:37:00,37,0:38:00,Arena,55.5957,Dark3
Medium,Trial     4,A3,0:38:00,38,0:39:00,Arena,54.9244,Dark3
Medium,Trial     4,A3,0:39:00,39,0:40:00,Arena,53.2482,Dark3
Medium,Trial     4,A3,0:40:00,40,0:41:00,Arena,53.087,Dark3
Medium,Trial     4,A3,0:41:00,41,0:42:00,Arena,55.0052,Dark3
Medium,Trial     4,A3,0:42:00,42,0:43:00,Arena,54.7915,Dark3
Medium,Trial     4,A3,0:43:00,43,0:44:00,Arena,55.014,Dark3
Medium,Trial     4,A3,0:44:00,44,0:45:00,Arena,52.7946,Dark3
Medium,Trial     4,C4,0:05:00,5,0:06:00,Arena,144.044,Dark1
Medium,Trial     4,C4,0:06:00,6,0:07:00,Arena,139.142,Dark1
Medium,Trial     4,C4,0:07:00,7,0:08:00,Arena,139.861,Dark1
Medium,Trial     4,C4,0:08:00,8,0:09:00,Arena,116.712,Dark1
Medium,Trial     4,C4,0:09:00,9,0:10:00,Arena,112.862,Dark1
Medium,Trial     4,C4,0:10:00,10,0:11:00,Arena,109.126,Dark1
Medium,Trial     4,C4,0:11:00,11,0:12:00,Arena,104.23,Dark1
Medium,Trial     4,C4,0:12:00,12,0:13:00,Arena,166.029,Dark1
Medium,Trial     4,C4,0:13:00,13,0:14:00,Arena,322.448,Dark1
Medium,Trial     4,C4,0:14:00,14,0:15:00,Arena,262.625,Dark1
Medium,Trial     4,C4,0:15:00,15,0:16:00,Arena,119.373,Light1
Medium,Trial     4,C4,0:16:00,16,0:17:00,Arena,149.982,Light1
Medium,Trial     4,C4,0:17:00,17,0:18:00,Arena,107.535,Light1
Medium,Trial     4,C4,0:18:00,18,0:19:00,Arena,79.5777,Light1
Medium,Trial     4,C4,0:19:00,19,0:20:00,Arena,67.3204,Light1
Medium,Trial     4,C4,0:20:00,20,0:21:00,Arena,41.6597,Dark2
Medium,Trial     4,C4,0:23:00,23,0:24:00,Arena,1.00761,Dark2
Medium,Trial     4,C4,0:24:00,24,0:25:00,Arena,241.598,Dark2
Medium,Trial     4,C4,0:25:00,25,0:26:00,Arena,178.104,Dark2
Medium,Trial     4,C4,0:26:00,26,0:27:00,Arena,212.812,Dark2
Medium,Trial     4,C4,0:27:00,27,0:28:00,Arena,117.12,Dark2
Medium,Trial     4,C4,0:28:00,28,0:29:00,Arena,132.73,Dark2
Medium,Trial     4,C4,0:29:00,29,0:30:00,Arena,144.38,Dark2
Medium,Trial     4,C4,0:30:00,30,0:31:00,Arena,310.198,Light2
Medium,Trial     4,C4,0:31:00,31,0:32:00,Arena,41.2934,Light2
Medium,Trial     4,C4,0:32:00,32,0:33:00,Arena,67.2008,Light2
Medium,Trial     4,C4,0:33:00,33,0:34:00,Arena,35.1664,Light2
Medium,Trial     4,C4,0:34:00,34,0:35:00,Arena,36.1711,Light2
Medium,Trial     4,C4,0:35:00,35,0:36:00,Arena,49.2346,Dark3
Medium,Trial     4,C4,0:36:00,36,0:37:00,Arena,146.025,Dark3
Medium,Trial     4,C4,0:37:00,37,0:38:00,Arena,55.6425,Dark3
Medium,Trial     4,C4,0:38:00,38,0:39:00,Arena,44.9674,Dark3
Medium,Trial     4,C4,0:39:00,39,0:40:00,Arena,34.2302,Dark3
Medium,Trial     4,C4,0:40:00,40,0:41:00,Arena,33.6801,Dark3
Medium,Trial     4,C4,0:41:00,41,0:42:00,Arena,62.2845,Dark3
Medium,Trial     4,C4,0:42:00,42,0:43:00,Arena,99.5128,Dark3
Medium,Trial     4,C4,0:43:00,43,0:44:00,Arena,113.649,Dark3
Medium,Trial     4,C4,0:44:00,44,0:45:00,Arena,110.854,Dark3
Medium,Trial     5,A2,0:05:00,5,0:06:00,Arena,103.153,Dark1
Medium,Trial     5,A2,0:06:00,6,0:07:00,Arena,86.4881,Dark1
Medium,Trial     5,A2,0:07:00,7,0:08:00,Arena,96.3978,Dark1
Medium,Trial     5,A2,0:08:00,8,0:09:00,Arena,83.9873,Dark1
Medium,Trial     5,A2,0:09:00,9,0:10:00,Arena,82.3571,Dark1
Medium,Trial     5,A2,0:10:00,10,0:11:00,Arena,166.58,Dark1
Medium,Trial     5,A2,0:11:00,11,0:12:00,Arena,241.83,Dark1
Medium,Trial     5,A2,0:12:00,12,0:13:00,Arena,183.668,Dark1
Medium,Trial     5,A2,0:13:00,13,0:14:00,Arena,143.02,Dark1
Medium,Trial     5,A2,0:14:00,14,0:15:00,Arena,152.333,Dark1
Medium,Trial     5,A2,0:15:00,15,0:16:00,Arena,813.371,Light1
Medium,Trial     5,A2,0:16:00,16,0:17:00,Arena,676.896,Light1
Medium,Trial     5,A2,0:17:00,17,0:18:00,Arena,543.003,Light1
Medium,Trial     5,A2,0:18:00,18,0:19:00,Arena,430.177,Light1
Medium,Trial     5,A2,0:19:00,19,0:20:00,Arena,498.173,Light1
Medium,Trial     5,A2,0:20:00,20,0:21:00,Arena,237.518,Dark2
Medium,Trial     5,A2,0:21:00,21,0:22:00,Arena,154.823,Dark2
Medium,Trial     5,A2,0:22:00,22,0:23:00,Arena,147.73,Dark2
Medium,Trial     5,A2,0:23:00,23,0:24:00,Arena,102.759,Dark2
Medium,Trial     5,A2,0:24:00,24,0:25:00,Arena,94.4876,Dark2
Medium,Trial     5,A2,0:25:00,25,0:26:00,Arena,116.475,Dark2
Medium,Trial     5,A2,0:26:00,26,0:27:00,Arena,137.216,Dark2
Medium,Trial     5,A2,0:27:00,27,0:28:00,Arena,102.216,Dark2
Medium,Trial     5,A2,0:28:00,28,0:29:00,Arena,69.6737,Dark2
Medium,Trial     5,A2,0:29:00,29,0:30:00,Arena,76.9706,Dark2
Medium,Trial     5,A2,0:30:00,30,0:31:00,Arena,528.057,Light2
Medium,Trial     5,A2,0:31:00,31,0:32:00,Arena,566.141,Light2
Medium,Trial     5,A2,0:32:00,32,0:33:00,Arena,503.177,Light2
Medium,Trial     5,A2,0:33:00,33,0:34:00,Arena,594.714,Light2
Medium,Trial     5,A2,0:34:00,34,0:35:00,Arena,659.489,Light2
Medium,Trial     5,A2,0:35:00,35,0:36:00,Arena,221.954,Dark3
Medium,Trial     5,A2,0:36:00,36,0:37:00,Arena,134.966,Dark3
Medium,Trial     5,A2,0:37:00,37,0:38:00,Arena,123.697,Dark3
Medium,Trial     5,A2,0:38:00,38,0:39:00,Arena,144.665,Dark3
Medium,Trial     5,A2,0:39:00,39,0:40:00,Arena,89.3531,Dark3
Medium,Trial     5,A2,0:40:00,40,0:41:00,Arena,58.8737,Dark3
Medium,Trial     5,A2,0:41:00,41,0:42:00,Arena,87.5636,Dark3
Medium,Trial     5,A2,0:42:00,42,0:43:00,Arena,68.5262,Dark3
Medium,Trial     5,A2,0:43:00,43,0:44:00,Arena,99.8529,Dark3
Medium,Trial     5,A2,0:44:00,44,0:45:00,Arena,54.8859,Dark3
Medium,Trial     5,A3,0:05:00,5,0:06:00,Arena,296.857,Dark1
Medium,Trial     5,A3,0:06:00,6,0:07:00,Arena,257.299,Dark1
Medium,Trial     5,A3,0:07:00,7,0:08:00,Arena,151.953,Dark1
Medium,Trial     5,A3,0:08:00,8,0:09:00,Arena,143.614,Dark1
Medium,Trial     5,A3,0:09:00,9,0:10:00,Arena,115.047,Dark1
Medium,Trial     5,A3,0:10:00,10,0:11:00,Arena,103.295,Dark1
Medium,Trial     5,A3,0:11:00,11,0:12:00,Arena,193.682,Dark1
Medium,Trial     5,A3,0:12:00,12,0:13:00,Arena,155.947,Dark1
Medium,Trial     5,A3,0:13:00,13,0:14:00,Arena,184.97,Dark1
Medium,Trial     5,A3,0:14:00,14,0:15:00,Arena,192.894,Dark1
Medium,Trial     5,A3,0:15:00,15,0:16:00,Arena,682.265,Light1
Medium,Trial     5,A3,0:16:00,16,0:17:00,Arena,578.227,Light1
Medium,Trial     5,A3,0:17:00,17,0:18:00,Arena,585.318,Light1
Medium,Trial     5,A3,0:18:00,18,0:19:00,Arena,627.873,Light1
Medium,Trial     5,A3,0:19:00,19,0:20:00,Arena,515.017,Light1
Medium,Trial     5,A3,0:20:00,20,0:21:00,Arena,192.647,Dark2
Medium,Trial     5,A3,0:21:00,21,0:22:00,Arena,92.5789,Dark2
Medium,Trial     5,A3,0:22:00,22,0:23:00,Arena,85.8354,Dark2
Medium,Trial     5,A3,0:23:00,23,0:24:00,Arena,105.768,Dark2
Medium,Trial     5,A3,0:24:00,24,0:25:00,Arena,116.015,Dark2
Medium,Trial     5,A3,0:25:00,25,0:26:00,Arena,90.768,Dark2
Medium,Trial     5,A3,0:26:00,26,0:27:00,Arena,145.193,Dark2
Medium,Trial     5,A3,0:27:00,27,0:28:00,Arena,159.374,Dark2
Medium,Trial     5,A3,0:28:00,28,0:29:00,Arena,136.515,Dark2
Medium,Trial     5,A3,0:29:00,29,0:30:00,Arena,139.116,Dark2
Medium,Trial     5,A3,0:30:00,30,0:31:00,Arena,633.85,Light2
Medium,Trial     5,A3,0:31:00,31,0:32:00,Arena,599.658,Light2
Medium,Trial     5,A3,0:32:00,32,0:33:00,Arena,532.814,Light2
Medium,Trial     5,A3,0:33:00,33,0:34:00,Arena,484.595,Light2
Medium,Trial     5,A3,0:34:00,34,0:35:00,Arena,466.967,Light2
Medium,Trial     5,A3,0:35:00,35,0:36:00,Arena,217.679,Dark3
Medium,Trial     5,A3,0:36:00,36,0:37:00,Arena,72.2054,Dark3
Medium,Trial     5,A3,0:37:00,37,0:38:00,Arena,73.7943,Dark3
Medium,Trial     5,A3,0:38:00,38,0:39:00,Arena,79.0312,Dark3
Medium,Trial     5,A3,0:39:00,39,0:40:00,Arena,129.779,Dark3
Medium,Trial     5,A3,0:40:00,40,0:41:00,Arena,177.698,Dark3
